order_entry_time,tradingsymbol,exchange,instrument_token,product,quantity,average_price,order_id,buy_sell
2023-08-27 17:31:13,CIPLA23AUG1220PE,NFO,27245570,NRML,650,20.4,110011,BUY
2023-08-27 17:31:13,HINDALCO23AUG460PE,NFO,32744450,NRML,1400,10,110011,BUY
2023-08-27 17:31:13,TATASTEEL23SEP120PE,NFO,45128194,NRML,5500,4.55,110011,BUY
2023-08-27 17:31:13,WIPRO23AUG410PE,NFO,38829570,NRML,1500,5.45,110011,BUY
